"Site","evergreen","n.percent","c.percent","c.n.ratio","leaf.thickness.mm","leaf.mass.g","petiole.width.cm","pw2.a.ratio","petiole.area.cm2","blade.area.cm2","perimeter.cm","shape.factor","major.length.cm","internal.perimeter.cm","tooth.area.cm2","primary.teeth.number","secondary.teeth.number","teeth.number","leaf.area.cm2","ln.leaf.area.mm2","leaf.mass.per.area.g.per.m2","compact","feret.diam.ratio","perim.area.cm2","perim.ratio","teeth.perimeter.percm","teeth.interior.percm","avt.tooth.area","tooth.area.blade.area.ratio","tooth.area.perimeter","tooth.area.interior","teeth.blade.area.ratio","margin.score","site.info","latitude","longitude","mat","map","gsmt","gsp","gdd","gsdd","gsl","cmmt","wmmt","mart"
"Cabo San Lucas, Baja Mexico",NA,NA,NA,NA,NA,0.048,0.0764848484848485,0.00554545454545455,0.0676666666666667,3.73263157894737,8.23505263157895,0.561078947368421,2.55484210526316,15.1565555555556,0.321333333333333,21.7777777777778,1.41666666666667,22.7222222222222,3.78826315789474,4.66618421052632,138.890566666667,38.2442105263158,0.649421052631579,7.31442105263158,1.12544444444444,2.105,2.41755555555556,0.02,0.0906666666666667,0.0232222222222222,0.0271111111111111,7.55066666666667,0.776315789473684,NA,22.9,-109.9,24.2,18.9,25.5,17.6,5121,2864,185,19.4,28.8,9.5
"Cape Blanco, OR",0.291666666666667,NA,NA,NA,NA,0.158333333333333,0.139954545454545,0.00140909090909091,0.157791666666667,20.8169166666667,23.50575,0.453625,7.10341666666667,20.1396470588235,0.472117647058824,62.1764705882353,8.33333333333333,63.4705882352941,20.97425,7.24725,84.5987083333333,32.1025416666667,0.658166666666667,1.680125,1.20782352941176,2.364,2.93629411764706,0.00847058823529412,0.0253529411764706,0.0164117647058824,0.021,3.74741176470588,0.3125,NA,42.8,-124.5,11.2,191.7,9.4,176.9,642,107,243,7.8,15.1,7.3
"Chamela",0.166666666666667,NA,NA,NA,NA,NA,0.08532,0.00142,NA,14.0677884615385,15.4265576923077,0.608769230769231,5.57586538461538,16.6825,0.480363636363636,22.4848181818182,3,23.1211818181818,14.0677884615385,6.46692307692308,NA,22.6320769230769,0.664884615384615,2.85171153846154,1.10854545454545,1.19827272727273,1.38472727272727,0.0334545454545455,0.0432727272727273,0.0253636363636364,0.0299090909090909,2.08781818181818,0.798076923076923,0.816326530612245,19.5,-105.1,26.3,78.2,27.9,68.9,5919,2733,153,23.7,28.2,4.5
"Childs, AZ",0,NA,NA,NA,NA,0.0864705882352941,0.0963636363636364,0.0171363636363636,0.0578571428571429,6.27739130434783,9.68465217391304,0.486826086956522,2.89269565217391,13.8048461538462,0.165,18.0769230769231,NA,18.0769230769231,6.32969565217391,4.42517391304348,186.511529411765,30.8121304347826,0.635826086956522,8.69952173913043,1.10346153846154,1.92676923076923,2.18738461538462,0.00846153846153846,0.033,0.00938461538461539,0.0107692307692308,16.1933076923077,0.478260869565217,NA,34.3,-111.7,17.9,43.6,16.7,41.9,2958,2165,304,8.2,29.1,20.9
"Chuzenji-ko",0,NA,NA,NA,NA,0.229386363636364,0.116068181818182,0.000340909090909091,0.300318181818182,44.9799772727273,36.7736136363636,0.427227272727273,9.79615909090909,28.5124736842105,1.21655263157895,99.1184210526316,32.5384615384615,109.973684210526,45.2727727272727,8.00027272727273,50.3176590909091,40.9221818181818,0.695840909090909,1.23711363636364,1.32202631578947,3.33810526315789,4.41805263157895,0.0198157894736842,0.0372368421052632,0.0290263157894737,0.0396578947368421,4.832,0.136363636363636,NA,39.1,140.4,6.7,219.1,13.7,164,751,751,184,-4.8,18.8,23.6
"Clearwater, WA",0.0952380952380952,NA,NA,NA,NA,0.224285714285714,0.125,0.000833333333333333,0.258470588235294,29.0857619047619,30.592619047619,0.405809523809524,8.04566666666667,27.2145,0.889833333333333,79.6666666666667,5.6,80.75,29.296,7.33666666666667,83.5435714285714,41.6735714285714,0.657619047619048,1.78738095238095,1.22083333333333,2.92622222222222,3.53988888888889,0.0112777777777778,0.0338888888888889,0.0208333333333333,0.0269444444444444,5.52038888888889,0.166666666666667,NA,47.6,-124.3,9.8,306.1,8,283.2,611,177,273,4.2,15.6,11.4
"Cockaponset Forest, CT",0.04,2.20923076923077,46.0423076923077,21.7884615384615,0.0986153846153846,0.210230769230769,0.119909090909091,0.000363636363636364,0.212666666666667,34.7112307692308,30.3940769230769,0.479769230769231,9.81934615384615,27.4456875,1.34235294117647,46.4117058823529,17.5302727272727,57.5686470588235,34.9048461538462,7.98046153846154,60.1333846153846,29.4473846153846,0.656269230769231,1.04023076923077,1.20470588235294,1.79594117647059,2.35135294117647,0.0597647058823529,0.0362352941176471,0.0388823529411765,0.0478823529411765,2.08111764705882,0.365384615384615,NA,41.4,-72.5,10.1,122.8,15,82.1,1390,1390,244,-2.5,22.1,24.6
"Cordillera Pelada",0.928571428571429,NA,NA,NA,NA,NA,0.122958333333333,0.00320833333333333,0.11512,12.1536774193548,13.5532258064516,0.559645161290323,5.232,11.5539473684211,0.36321052631579,21.421052631579,1,21.4824736842105,12.2467096774194,6.16412903225806,NA,24.2829677419355,0.614935483870968,2.87706451612903,1.11936842105263,1.82121052631579,2.03742105263158,0.0162105263157895,0.0532105263157895,0.02,0.0232105263157895,5.98594736842105,0.403225806451613,NA,-40.2,-73.3,14.4,202.9,8.4,197.3,225,142,334,5.4,12.7,7.4
"CT-River",0,2.90875,NA,NA,NA,0.1535,0.128125,0.00104166666666667,0.176,34.8408541666667,28.38925,0.464125,8.8889375,31.51645,0.71435,53.3167,5,54.19175,34.986625,7.52852083333333,50.7822083333333,31.2807083333333,0.651625,1.57266666666667,1.16455,1.9977,2.5111,0.0365,0.02115,0.0196,0.02325,3.0535,0.395833333333333,NA,41.5,-72.5,10.1,121.4,15.1,81.8,1420,1420,244,-2.6,22.4,24.9
"CT-Swamp",0,2.20538461538462,NA,NA,NA,0.193615384615385,0.160153846153846,0.00138461538461538,0.275769230769231,36.2937692307692,30.1665384615385,0.445307692307692,8.66384615384615,27.3064444444444,1.44777777777778,53.3,17.3934,63.1092222222222,36.5687692307692,7.75423076923077,60.156,31.2217692307692,0.697307692307692,1.34630769230769,1.30755555555556,2.10322222222222,2.843,0.0486666666666667,0.0398888888888889,0.0367777777777778,0.051,2.73566666666667,0.307692307692308,NA,41.5,-72.5,9.8,123.5,14.8,83.3,1359,1359,244,-2.8,22.3,25.1
"CT-Upland",0.0833333333333333,2.40153846153846,NA,NA,NA,0.136071428571429,0.138642857142857,0.002,0.184,26.2572142857143,28.6998571428571,0.415357142857143,8.18,29.6566666666667,1.07733333333333,55.7964444444444,27.075,67.7648888888889,26.4203571428571,7.41528571428571,47.4921428571429,36.2835714285714,0.634928571428571,1.5535,1.26166666666667,2.27644444444444,3.04922222222222,0.0508888888888889,0.032,0.0256666666666667,0.0325555555555556,3.43133333333333,0.392857142857143,NA,41.5,-72.5,10,122.1,15,82.3,1402,1402,244,-3,22,25
"Danum Valley Field Center, Borneo",1,NA,NA,NA,NA,NA,0.382134146341463,0.00104878048780488,0.2252,244.766647058824,70.1159882352941,0.584941176470588,24.2931294117647,81.3991,7.19072727272727,34.6363636363636,2.5,34.9090909090909,244.776270588235,9.46475294117647,NA,26.0006117647059,0.6056,0.486317647058824,1.02036363636364,0.584272727272727,0.600545454545455,0.219636363636364,0.0168181818181818,0.0551818181818182,0.0570909090909091,0.290363636363636,0.876470588235294,NA,5,117.8,24.9,234,24.9,234,5421,5421,365,24.4,25.4,1
"Dilcher's Woods lowland, FL",0.458333333333333,1.72,46.3478260869565,28.4391304347826,0.140125,0.240208333333333,0.120347826086957,0.000782608695652174,0.175772727272727,26.8874166666667,24.8692916666667,0.500083333333333,9.30075,22.4364666666667,1.01986666666667,41.8666666666667,10.5,44.6,27.0492916666667,7.61516666666667,84.7860833333333,27.57275,0.601208333333333,1.245875,1.1174,1.7994,2.097,0.0434,0.0338666666666667,0.0325333333333333,0.0383333333333333,2.78913333333333,0.395833333333333,NA,29.6,-82.2,20.5,131.5,20.5,131.5,3830,3830,365,12.7,27.2,14.6
"Dilcher's Woods upland, FL",0.454545454545455,1.57454545454545,45.95,30.9590909090909,0.156727272727273,0.206090909090909,0.11405,0.00105,0.1222,17.4845,18.9483181818182,0.524590909090909,7.06504545454546,19.2987777777778,0.3657,40.2,6,42.4333,17.5941363636364,6.92054545454545,97.7967272727273,26.5566363636364,0.596454545454545,1.93381818181818,1.0958,1.9737,2.2282,0.0232,0.0296,0.0165,0.0191,4.0075,0.613636363636364,NA,29.6,-82.2,20.5,131.5,20.5,131.5,3830,3830,365,12.7,27.2,14.6
"Ducke",0.982456140350877,NA,NA,NA,NA,NA,0.172571428571429,0.00067063492063492,NA,62.3361678832117,36.211700729927,0.530660583941606,14.7087080291971,36.7585,0.200454545454545,9.38936363636364,NA,9.38936363636364,62.3361678832117,8.44183576642336,NA,24.6013321167883,0.57364598540146,0.804036496350365,1.01627272727273,0.356727272727273,0.371272727272727,0.0137272727272727,0.00563636363636364,0.00581818181818182,0.00609090909090909,0.473,0.93978102189781,NA,-3,-59,27.1,220.1,27.1,220.1,6235,6235,365,26.6,27.9,1.3
"Duke Forest, NC",0.037037037037037,1.59518518518519,44.1259259259259,29.0333333333333,0.107925925925926,0.244777777777778,0.10784,4e-04,0.190416666666667,44.1742592592593,32.0441481481481,0.497148148148148,10.104,30.0334375,1.44535294117647,36.5687058823529,16.4,41.4705882352941,44.3397037037037,7.91851851851852,50.7564814814815,29.2618148148148,0.654703703703704,1.13244444444444,1.09688235294118,1.50394117647059,1.71364705882353,0.0760588235294118,0.0318823529411765,0.0354705882352941,0.0419411764705882,1.85235294117647,0.407407407407407,NA,36,-78.9,14.9,114.9,18.2,87.2,2281,2281,275,3.7,25.5,21.8
"Empalme",0.5,NA,NA,NA,NA,0.0292105263157895,0.10265,0.03395,0.0335555555555556,1.77620833333333,5.72029166666667,0.490708333333333,2.03620833333333,6.32185714285714,0.115857142857143,16.9642857142857,NA,16.9642857142857,1.79916666666667,4.314125,123.510473684211,27.6447916666667,0.6135,8.032125,1.17685714285714,2.52271428571429,2.93785714285714,0.008,0.0677142857142857,0.0144285714285714,0.0177142857142857,12.6055714285714,0.708333333333333,NA,27.3,-109.4,24.8,19.2,27.9,15.1,5275,2102,123,17.8,31.3,13.6
"Foxton Estuary",1,NA,NA,NA,NA,0.0370833333333333,0.0979333333333333,0.0139333333333333,0.0674,4.72453333333333,7.8068,0.533933333333333,2.76846666666667,12.715,0.612333333333333,21,25.5,29.5,4.767,4.63233333333333,115.734666666667,26.5950666666667,0.624533333333333,8.623,1.29966666666667,1.91833333333333,2.60566666666667,0.0236666666666667,0.104333333333333,0.0316666666666667,0.0436666666666667,6.276,0.8,NA,-40.5,175.2,13.5,90.4,13.5,90.4,1336,1336,365,8.9,18.2,9.3
"Frodsham, Tasmania",1,NA,NA,NA,NA,NA,0.113157894736842,0.0216315789473684,0.0731875,5.0168947368421,8.79868421052632,0.442736842105263,3.71126315789474,15.0515,0.5595,21.75,NA,21.75,5.07815789473684,4.41942105263158,NA,39.9687368421053,0.491526315789474,9.05268421052632,1.082,2.2645,2.462,0.0335,0.0445,0.025,0.027,8.037,0.894736842105263,NA,-42.8,146.4,8.3,170.9,8.3,170.9,237,237,365,4,12.8,8.8
"Gorgona",0.983050847457627,NA,NA,NA,NA,NA,0.188251412429379,0.00207250470809793,0.1934317573595,37.4705848896435,26.2641213921902,0.567506791171477,10.4099456706282,22.6006,0.43,28.1,NA,28.1,37.6556689303905,7.78264516129032,NA,22.8904872665535,0.608184210526316,1.14736502546689,1.051,1.1114,1.1858,0.0148,0.0172,0.0152,0.017,1.2116,0.919354838709677,NA,3,-78.2,25.4,680,25.5,469.4,5639,5639,365,25.1,25.9,0.8
"Gouland Downs",1,NA,NA,NA,NA,0.0246315789473684,0.0934782608695652,0.0324782608695652,0.0256470588235294,1.42334782608696,5.388,0.466652173913043,2.19739130434783,7.787,0.157,10.75,1,11,1.44091304347826,4.00452173913043,209.454578947368,49.2915652173913,0.519608695652174,10.9981304347826,1.08425,1.58225,1.68275,0.0105,0.03675,0.01225,0.014,8.5535,0.826086956521739,NA,-40.9,172.4,9.8,282.4,9.8,282.4,499,499,365,4.9,14.6,9.8
"Government Camp, OR",0.25,NA,NA,NA,NA,0.0961111111111111,0.0953571428571429,0.002,0.204892857142857,15.9862142857143,21.9558214285714,0.435857142857143,5.46257142857143,20.0595454545455,0.568272727272727,53.5,7.5,53.8409090909091,16.1908571428571,6.585,72.5011851851852,41.6266071428571,0.675071428571429,2.60257142857143,1.20245454545455,2.44168181818182,3.02954545454545,0.0102272727272727,0.0368181818181818,0.0165,0.0209545454545455,7.31354545454545,0.214285714285714,NA,45.3,-121.7,5.2,217,8.1,44.1,229,15,122,-1.9,13.6,15.5
"Guajataca",0.818181818181818,NA,NA,NA,NA,0.55321052631579,0.172142857142857,0.00125714285714286,0.217411764705882,53.1692631578947,29.3305263157895,0.580026315789474,11.6118421052632,32.3699090909091,0.874636363636364,49.75,NA,49.75,53.3632631578947,7.91094736842105,100.792657894737,22.8055526315789,0.609105263157895,1.16810526315789,1.07527272727273,1.48027272727273,1.56209090909091,0.0246363636363636,0.0227272727272727,0.0225454545454545,0.0248181818181818,1.31209090909091,0.710526315789474,NA,18.2,-66.9,25.8,173.9,25.8,173.9,5769,5769,365,23.9,27.3,3.4
"Guanica",0.7,NA,NA,NA,NA,0.172484848484848,0.11596875,0.00325,0.0958666666666667,19.7877575757576,16.0279393939394,0.599,5.99509090909091,16.8723333333333,0.451333333333333,49.1666666666667,NA,49.1666666666667,19.8751818181818,6.51351515151515,108.325212121212,23.3835151515152,0.673727272727273,2.35118181818182,1.1285,2.57133333333333,2.91083333333333,0.0111666666666667,0.0215,0.0151666666666667,0.0176666666666667,4.14166666666667,0.833333333333333,NA,17.9,-66.9,26.4,77.1,26.6,72.3,5965,5088,306,24.6,27.7,3.2
"Half Moon Bay, CA",0.291666666666667,NA,NA,NA,NA,0.135833333333333,0.160260869565217,0.00334782608695652,0.168105263157895,17.2013333333333,19.3759166666667,0.458458333333333,6.25704166666667,18.6756470588235,0.530764705882353,52.6764705882353,7.95454545454546,57.8823529411765,17.3347916666667,6.760125,91.207875,31.2580416666667,0.640541666666667,2.2765,1.128,2.41535294117647,2.77041176470588,0.0117647058823529,0.0267647058823529,0.0178235294117647,0.0218235294117647,4.67605882352941,0.291666666666667,NA,37.4,-122.4,12.9,65.4,11.4,62.3,1036,307,212,10,16,6
"Harvard Forest, MA",0.037037037037037,1.43296296296296,45.5703703703704,38.5222222222222,0.0816666666666667,0.193777777777778,0.114259259259259,0.000444444444444444,0.185,34.9557777777778,29.5391481481481,0.487148148148148,9.25422222222222,26.5031851851852,0.829,51.9274782608696,16.8696363636364,59.9492608695652,35.1376666666667,7.85518518518519,57.0954814814815,28.6581481481481,0.671962962962963,1.12140740740741,1.14795652173913,2.24273913043478,2.65704347826087,0.0281739130434783,0.0247391304347826,0.0262608695652174,0.0314347826086957,2.70704347826087,0.166666666666667,NA,42.5,-72.2,7.3,113.2,15.4,58.2,1031,1031,184,-6.6,20.2,26.8
"Hawk Mountain, PA",0.125,1.63,46.2208333333333,33.4583333333333,0.089125,0.269625,0.127652173913043,0.000521739130434783,0.238727272727273,51.2568333333333,39.3715833333333,0.442791666666667,11.5935416666667,40.152,1.517,50.324,20.5184444444444,60.5462777777778,51.4884166666667,8.1895,79.9509166666667,36.7049583333333,0.64075,1.049625,1.16316666666667,1.64672222222222,2.00144444444444,0.0588333333333333,0.0310555555555556,0.0351666666666667,0.0424444444444444,1.76327777777778,0.270833333333333,NA,40.6,-75.9,10.3,115.5,15.4,81.6,1477,1477,244,-3,22.7,25.7
"HobartWet Schlerophyll, Tasmania",1,NA,NA,NA,NA,NA,0.145,0.00306666666666667,0.146071428571429,10.4776875,14.9801875,0.4264375,6.3076875,19.13875,0.3275,38.125,NA,38.375,10.6050625,6.064375,NA,30.955,0.4871875,4.789375,1.08525,2.00125,2.255,0.009,0.0225,0.01475,0.0165,3.8325,0.75,NA,-42.9,147.3,11.3,84.4,11.3,84.4,761,761,365,6.9,15.7,8.8
"Homer",0.1,NA,NA,NA,NA,0.10865,0.0976111111111111,0.00183333333333333,0.138555555555556,14.888,17.77385,0.4908,5.4583,15.656125,0.6785625,38.375,11,39.75,15.0127,6.3392,81.49315,30.7825,0.64705,2.9914,1.192,1.9376875,2.3949375,0.011875,0.0371875,0.0216875,0.030125,4.28425,0.225,NA,59.6,-151.5,3.1,65.8,9.8,25.7,124,124,153,-5.4,12,17.4
"Hood River, OR",0.0714285714285714,NA,NA,NA,NA,0.113678571428571,0.143888888888889,0.00166666666666667,0.16436,18.5913214285714,24.0348214285714,0.456571428571429,6.61275,20.5907826086957,0.648666666666667,48.5208333333333,3.83333333333333,49.5,18.7386785714286,7.19825,58.8426071428571,35.9731071428571,0.69275,1.69132142857143,1.19116666666667,2.064875,2.521125,0.032875,0.0442083333333333,0.0255416666666667,0.032,3.55066666666667,0.160714285714286,NA,45.7,-121.5,10.9,90.3,8.5,35.4,1203,49,122,1.8,20.1,18.3
"Hubbard Brook, NH",0,1.33333333333333,46.38,43.4333333333333,0.0806,0.193866666666667,0.1258,0.000533333333333333,0.215866666666667,39.8877333333333,34.5526666666667,0.449,9.75233333333333,30.8752142857143,1.28185714285714,54.1667142857143,13.04175,61.5715,40.1011333333333,8.00806666666667,54.7231333333333,33.7566,0.687333333333333,1.0798,1.15842857142857,1.94671428571429,2.28985714285714,0.0399285714285714,0.0297857142857143,0.0327857142857143,0.0394285714285714,2.23178571428571,0.0666666666666667,NA,43.9,-71.8,4.8,115.6,13.3,62.2,710,710,184,-9.5,18,27.5
"Huyck Preserve, NY",0,1.62208333333333,44.1791666666667,32.9,0.0802083333333333,0.167666666666667,0.130375,0.000791666666666667,0.251125,35.64675,31.1090833333333,0.432666666666667,9.1935,26.5988695652174,1.1074347826087,54.7609565217391,21.7778333333333,66.6231739130435,35.8946666666667,7.77316666666667,54.3491666666667,33.2733333333333,0.662083333333333,1.237875,1.18934782608696,2.20760869565217,2.71634782608696,0.0283478260869565,0.0331739130434783,0.0297391304347826,0.036695652173913,2.91160869565217,0.0416666666666667,NA,42.7,-74.5,7.5,100.4,14.5,63.4,1095,1095,214,-6.3,20.5,26.8
"IES, NY",0,1.46903225806452,44.7161290322581,34.2,0.0976129032258065,0.282387096774194,0.138793103448276,0.000482758620689655,0.335433333333333,52.5611935483871,37.6392580645161,0.442,11.2294516129032,31.62004,1.87588,50.29336,20.3181818181818,59.24012,52.8833225806452,8.14077419354839,59.7605483870968,32.6715161290323,0.655967741935484,1.05629032258065,1.18132,1.91028,2.34036,0.0846,0.03236,0.0378,0.04684,2.66028,0.193548387096774,NA,41.8,-73.8,8.9,108.8,15.7,67.5,1273,1273,214,-4.7,21.4,26.1
"Kaimanawa Mountains",1,NA,NA,NA,NA,0.018448275862069,0.106096774193548,0.0334193548387097,0.0368275862068966,1.68415625,6.1624375,0.4481875,2.56265625,7.336625,0.187625,11.1875,NA,11.1875,1.71578125,3.90025,160.20495,54.08834375,0.5273125,12.67465625,1.109375,1.52775,1.71175,0.026625,0.071625,0.020375,0.023125,7.812,0.75,NA,-39.3,175.9,8.4,233.5,9.4,187.1,335,335,303,3.2,13.7,10.5
"Keka",1,NA,NA,NA,NA,0.601171428571429,0.201914285714286,0.00111428571428571,0.229314285714286,45.3951142857143,29.0279142857143,0.587085714285714,11.5809714285714,29.4086,0.529,22.5,NA,22.5,45.6232,8.10348571428571,126.585685714286,22.0924285714286,0.608342857142857,0.884857142857143,1.0644,0.7496,0.805,0.0346,0.0266,0.0202,0.0238,0.709,0.857142857142857,NA,-16.8,179,24.3,259.4,24.4,259.4,5254,5254,365,22.8,25.9,3.2
"Kepong",1,NA,NA,NA,NA,0.435388888888889,0.147058823529412,0.000235294117647059,0.1220625,64.085,36.0369444444444,0.529277777777778,14.9847222222222,NA,NA,NA,NA,NA,64.1923888888889,8.48455555555556,62.7841111111111,24.2449444444444,0.555555555555556,0.759777777777778,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.1,101.6,27.7,223.3,27.7,223.3,6202,6202,365,26.5,27.7,1.2
"Ketchikan",0.25,NA,NA,NA,NA,0.229727272727273,0.104863636363636,0.00445454545454545,0.6110625,32.8568333333333,26.1720416666667,0.480291666666667,6.4165,26.923625,1.07725,76.8125,14.8,81.5,33.2657916666667,6.22225,76.8676363636364,36.410625,0.637541666666667,4.2855,1.190875,3.305125,3.8089375,0.01325,0.0361875,0.02075,0.02675,8.643125,0.333333333333333,NA,55.3,-131.6,7.2,361,9.7,231.9,378,378,244,0.3,14.4,14.1
"Los Queles",0.925925925925926,NA,NA,NA,NA,NA,0.133961538461538,0.00303846153846154,0.0964666666666667,14.8086612903226,15.4603225806452,0.595661290322581,5.81748387096774,13.0876315789474,0.27635,24.0767,3.575,24.57505,14.9014032258065,6.587,NA,22.0724677419355,0.644774193548387,2.12803225806452,1.10215,1.31085,1.525,0.0227,0.03575,0.01715,0.0196,2.63475,0.403225806451613,NA,-36,-72.7,11.5,93.5,8.9,81.3,778,50,183,7.6,16.2,8.6
