specimen_number,photo,leaf,site,morphotype,order,family,genus,species,Measurer.comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth,lma_g_m2,latitude_N,longitude_E,MAT_C,MAP_mm,diurnal.range_C,isothermality,temp.seasonality,max.temp.warmest.month_C,min.temp.coldest.month_C,MART_C,MART.quarter_C,temp.wet.quarter_C,temp.dry.quarter_C,temp.warm.quarter_C,temp.cold.quarter_C,precip.wet.month_mm,precip.dry.month_mm,precip.seasonality_mm,precip.wet.quarter_mm,precip.dry.quarter_mm,precip.season.month_mm,precip.season.quarter_mm,precip.warm.quarter_mm,precip.cold.quarter_mm
206,,,"Mt. Read, Tasmania_petiole_width_only",Leptospermum nitidum,Myrtales,Myrtaceae,Leptospermum,nitidum,,,0.128,,0.625,,,,,,,,,,,162.24,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
207,,,"Mt. Read, Tasmania_petiole_width_only",Nothofagus cunninghamii,Fagales,Nothofagaceae,Nothofagus,cunninghamii,,,0.0758,,0.4988,,,,,,,,,,,200.8821171,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
208,,,"Mt. Read, Tasmania_petiole_width_only",Nothofagus gunnii,Fagales,Nothofagaceae,Nothofagus,gunnii,,,0.0776,,1.7366,,,,,,,,,,,94.09190372,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
209,,,"Mt. Read, Tasmania_petiole_width_only",Olearia persoonioides,Asterales,Asteraceae,Olearia,persoonioides,,,0.1126,,1.7412,,,,,,,,,,,180.6799908,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
210,,,"Mt. Read, Tasmania_petiole_width_only",Orites acicularis,Proteales,Proteaceae,Orites,acicularis,,,0.0624,,0.33,,,,,,,,,,,545.4545455,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
211,,,"Mt. Read, Tasmania_petiole_width_only",Orites milliganii,Proteales,Proteaceae,Orites,milliganii,,,0.14975,,2.644625,,,,,,,,,,,299.57,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
212,,,"Mt. Read, Tasmania_petiole_width_only",Orites revoluta,Proteales,Proteaceae,Orites,revoluta,,,0.0858,,0.2858,,,,,,,,,,,421.2736179,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
213,,,"Mt. Read, Tasmania_petiole_width_only",Persoonia gunnii,Proteales,Proteaceae,Persoonia,gunnii,,,0.1578,,1.2216,,,,,,,,,,,242.4688933,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
214,,,"Mt. Read, Tasmania_petiole_width_only",Tasmannia lanceolata,Canellales,Winteraceae,Tasmannia,lanceolata,,,0.1576,,2.0776,,,,,,,,,,,214.9595687,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
215,,,"Mt. Read, Tasmania_petiole_width_only",Telopea truncata,Proteales,Proteaceae,Telopea,truncata,,,0.2056,,4.9664,,,,,,,,,,,225.7973582,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
216,,,"Mt. Read, Tasmania_petiole_width_only",Tetracarpaea tasmanica,Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmanica,,,0.1618,,1.4136,,,,,,,,,,,138.7945671,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
217,,,"Mt. Read, Tasmania_petiole_width_only",Trochocarpa cunninghamii,Ericales,Ericaceae,Trochocarpa,cunninghamii,,,0.0548,,0.2878,,,,,,,,,,,154.2738013,-41.8,145.6,8.220832825,2634,,,,,,,,,,,,,,,,,,,,
218,,,Okataina_petiole_width_only,Alectryon excelsus,Sapindales,Sapindaceae,Alectryon,excelsus,,,0.108,,14.8358,,,,,,,,,,,119.7307773,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
219,,,Okataina_petiole_width_only,Aristotelia serrata,Oxalidales,Elaeocarpaceae,Aristotelia,serrata,,,0.18,,44.7876,,,,,,,,,,,122.211475,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
220,,,Okataina_petiole_width_only,Beilschmiedia tawa,Laurales,Lauraceae,Beilschmiedia,tawa,,,0.128,,10.4598,,,,,,,,,,,163.9627916,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
221,,,Okataina_petiole_width_only,Carpodetus serratus,Asterales,Rousseaceae,Carpodetus,serratus,,,0.08375,,7.56525,,,,,,,,,,,109.92744,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
222,,,Okataina_petiole_width_only,Coprosma grandifolia,Gentianales,Rubiaceae,Coprosma,grandifolia,,,0.236428571,,27.44,,,,,,,,,,,96.30162746,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
223,,,Okataina_petiole_width_only,Coprosma robusta,Gentianales,Rubiaceae,Coprosma,robusta,,,0.20875,,18.02075,,,,,,,,,,,135.6044326,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
224,,,Okataina_petiole_width_only,Elaeocarpus dentatus,Oxalidales,Elaeocarpaceae,Elaeocarpus,dentatus,,,0.135,,17.4676,,,,,,,,,,,167.2832948,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
225,,,Okataina_petiole_width_only,Fuchsia excorticata,Myrtales,Onagraceae,Fuchsia,excorticata,,,0.137,,27.07426667,,,,,,,,,,,63.99631839,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
226,,,Okataina_petiole_width_only,Geniostoma rupestre,Gentianales,Loganiaceae,Geniostoma,rupestre,,,0.12,,7.774,,,,,,,,,,,72.7680256,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
227,,,Okataina_petiole_width_only,Hedycarya arborea,Laurales,Monimiaceae,Hedycarya,arborea,,,0.16,,10.47175,,,,,,,,,,,124.9273399,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
228,,,Okataina_petiole_width_only,Knightia excelsa,Proteales,Proteaceae,Knightia,excelsa,,,0.17,,31.2785,,,,,,,,,,,239.2106602,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
229,,,Okataina_petiole_width_only,Laurelia novaezelandiae,Laurales,Atherospermataceae,Laurelia,novaezelandiae,,,0.155,,10.65525,,,,,,,,,,,127.6155396,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
230,,,Okataina_petiole_width_only,Litsea calicaris,Laurales,Lauraceae,Litsea,calicaris,,,0.1375,,21.5425,,,,,,,,,,,124.3966537,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
231,,,Okataina_petiole_width_only,Melicytus ramiflorus,Malpighiales,Violaceae,Melicytus,ramiflorus,,,0.155,,30.25775,,,,,,,,,,,93.39299618,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
232,,,Okataina_petiole_width_only,Pennantia corymbosa,Apiales,Pennantiaceae,Pennantia,corymbosa,,,0.1,,8.55675,,,,,,,,,,,100.6020701,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
233,,,Okataina_petiole_width_only,Pittosporum eugenioides,Apiales,Pittosporaceae,Pittosporum,eugenioides,,,0.153333333,,18.54966667,,,,,,,,,,,105.1550784,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
234,,,Okataina_petiole_width_only,Pittosporum tenuifolium,Apiales,Pittosporaceae,Pittosporum,tenuifolium,,,0.10625,,12.28425,,,,,,,,,,,134.2418253,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
235,,,Okataina_petiole_width_only,Pseudopanax arboreus,Apiales,Araliaceae,Pseudopanax,arboreus,,,0.192,,37.208,,,,,,,,,,,176.0792064,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
236,,,Okataina_petiole_width_only,Pseudopanax crassifolius,Apiales,Araliaceae,Pseudopanax,crassifolius,,,0.296666667,,30.5,,,,,,,,,,,316.1292517,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
237,,,Okataina_petiole_width_only,Weinmannia racemosa,Oxalidales,Cunoniaceae,Weinmannia,racemosa,,,0.1275,,13.5365,,,,,,,,,,,180.8440224,-38.8,176.4,9.920833588,1596,,,,,,,,,,,,,,,,,,,,
238,,,Round Hill woodland_petiole_width_only,Acacia doratoxylon,Fabales,Fabaceae,Acacia,doratoxylon,,,0.148333333,,8.5811,,,,,,,,,,,268.7812602,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
239,,,Round Hill woodland_petiole_width_only,Acacia oswaldii,Fabales,Fabaceae,Acacia,oswaldii,,,0.059333333,,1.1623,,,,,,,,,,,381.1893847,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
240,,,Round Hill woodland_petiole_width_only,Brachychiton populneus,Malvales,Malvaceae,Brachychiton,populneus,,,0.125333333,,9.7135,,,,,,,,,,,142.6079121,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
241,,,Round Hill woodland_petiole_width_only,Dodonaea viscosa cuneata,Sapindales,Sapindaceae,Dodonaea,viscosa,,,0.031333333,,0.3247,,,,,,,,,,,161.6987903,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
242,,,Round Hill woodland_petiole_width_only,Dodonaea viscosa spatulata,Sapindales,Sapindaceae,Dodonaea,viscosa,,,0.084333333,,2.0657,,,,,,,,,,,141.0783338,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
243,,,Round Hill woodland_petiole_width_only,Eremophila glabra,Lamiales,Scrophulariaceae,Eremophila,glabra,,,0.062333333,,0.8233,,,,,,,,,,,173.1263901,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
244,,,Round Hill woodland_petiole_width_only,Eremophila mitchelli,Lamiales,Scrophulariaceae,Eremophila,mitchelli,,,0.047,,0.711333333,,,,,,,,,,,196.527568,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
245,,,Round Hill woodland_petiole_width_only,Eucalyptus intertexta,Myrtales,Myrtaceae,Eucalyptus,intertexta,,,0.100333333,,5.856033333,,,,,,,,,,,151.0482327,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
246,,,Round Hill woodland_petiole_width_only,Geijera parviflora,Sapindales,Rutaceae,Geijera,parviflora,,,0.069666667,,3.9339,,,,,,,,,,,185.3694415,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
247,,,Round Hill woodland_petiole_width_only,Philotheca difformis,Sapindales,Rutaceae,Philotheca,difformis,,,0.037333333,,0.0538,,,,,,,,,,,316.642264,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
248,,,Round Hill woodland_petiole_width_only,Pimelea microcephala,Malvales,Thymelaeaceae,Pimelea,microcephala,,,0.049,,0.398133333,,,,,,,,,,,119.4836652,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
249,,,Round Hill woodland_petiole_width_only,Spartothamnella puberula,Lamiales,Lamiaceae,Teucrium,puberula,,,0.042,,0.2332,,,,,,,,,,,122.6369263,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
250,,,Round Hill woodland_petiole_width_only,Acacia willhelmiana,Fabales,Fabaceae,Acacia,willhelmiana,,,0.048,,0.128833333,,,,,,,,,,,212.1832226,-32.97638,146.14583,17.41666603,406,,,,,,,,,,,,,,,,,,,,
251,,,Round Hill mallee_petiole_width_only,Beyeria opaca,Malpighiales,Euphorbiaceae,Beyeria,opaca,,,0.034666667,,0.3076,,,,,,,,,,,163.6996248,-32.966,146.15472,17.35833359,415,,,,,,,,,,,,,,,,,,,,
252,,,Round Hill mallee_petiole_width_only,Eucalyptus dumosa,Myrtales,Myrtaceae,Eucalyptus,dumosa,,,0.159333333,,11.09993333,,,,,,,,,,,356.9681895,-32.966,146.15472,17.35833359,415,,,,,,,,,,,,,,,,,,,,
253,,,Round Hill mallee_petiole_width_only,Eucalyptus socialis,Myrtales,Myrtaceae,Eucalyptus,socialis,,,0.122,,5.866666667,,,,,,,,,,,269.8246648,-32.966,146.15472,17.35833359,415,,,,,,,,,,,,,,,,,,,,
254,,,Round Hill mallee_petiole_width_only,Santalum acuminatum,Santalales,Santalaceae,Santalum,acuminatum,,,0.114,,3.505733333,,,,,,,,,,,387.4703302,-32.966,146.15472,17.35833359,415,,,,,,,,,,,,,,,,,,,,
